ingredient_id,ingredient_name,purity,moisture_content,ph_range,specific_gravity_range
Martian Chocolate Concentrate,Martian Chocolate Concentrate,,,,
CYB-197,Cyber-Flux 197,,,,
MAR-OAT-EXT,Martian Oat Extract,,,,
GAL-ACA-LEC,Galactic Acacia Lecithin,,,,
AUR-STE-LEC,Aura Stevia Lecithin,,,,
VOL-XAN-SYR,Volcanic Xanthan Syrup,,,,
VOL-SOY-ISO,Volcanic Soy Isolate,,,,
ZEN-SUN-EXT,Zenith Sunflower Extract,,,,
VOL-GUA-ISO,Volcanic Guava Isolate,,,,
AUR-LYC-GUM,Aura Lychee Gum,,,,
AST-STE-PRO,Asteroid Stevia Protein,,,,
HYPER-SYNTHESIZER-679,Hyper-Synthesizer 679,,,,
QUANTUM-ACAI-LECITHIN,Quantum Acai Lecithin,,,,
GLACIAL-CARAMEL-CONCENTRATE,Glacial Caramel Concentrate,,,,
CYBER-FLUX-197,Cyber-Flux 197,,,,
HYPER-AGAVE-OIL,Hyper Agave Oil,,,,
AURA-MAPLE-SYRUP,Aura Maple Syrup,,,,
LUNAR-GUAR-CONCENTRATE,Lunar Guar Concentrate,,,,
NEBULA-STEVIA-OIL,Nebula Stevia Oil,,,,
Aura Fish Syrup,Aura Fish Syrup,,,,
Plasma Basil Oil,Plasma Basil Oil,,,,
Neuro-Matrix 578,Neuro-Matrix 578,,,,
Zenith Agave Extract,Zenith Agave Extract,,,,
Pulsar Vanilla Powder,Pulsar Vanilla Powder,,,,
Solar Cane Protein,Solar Cane Protein,,,,
Cyber-Flux 581,Cyber-Flux 581,,,,
plasma_cinnamon_concentrate,Plasma Cinnamon Concentrate,,,,
volcanic_peanut_protein,Volcanic Peanut Protein,,,,
aura_locust_bean_lecithin,Aura Locust Bean Lecithin,,,,
solar_locust_bean_powder,Solar Locust Bean Powder,,,,
cyber_lychee_oil,Cyber Lychee Oil,,,,
vortex_pistachio_concentrate,Vortex Pistachio Concentrate,,,,
plasma_basil_oil,Plasma Basil Oil,,,,
zenith_chicory_concentrate,Zenith Chicory Concentrate,,,,
bio_flux_691,Bio-Flux 691,,,,
cyber_flux_200,Cyber-Flux 200,,,,
Midnight Base 204,Midnight Base 204,,,,
Pulsar Guar Oil,Pulsar Guar Oil,,,,
Martian Ginger Gum,Martian Ginger Gum,,,,
Lunar Lemon Protein,Lunar Lemon Protein,,,,
Neuro-Matrix 994,Neuro-Matrix 994,,,,
Neuro-Matrix 914,Neuro-Matrix 914,,,,
Aura Acai Gum,Aura Acai Gum,,,,
Galactic Acacia Lecithin,Galactic Acacia Lecithin,,,,
Cyber Acai Gum,Cyber Acai Gum,,,,
Vortex Sunflower Protein,Vortex Sunflower Protein,,,,
Cyber Guava Powder,Cyber Guava Powder,,,,
Cosmic Acacia Gum,Cosmic Acacia Gum,,,,
Asteroid Vanilla Gum,Asteroid Vanilla Gum,,,,
Vortex Sunflower Protein,Vortex Sunflower Protein,,,,
Hyper Chicory Isolate,Hyper Chicory Isolate,,,,
Aura Acai Gum,Aura Acai Gum,,,,
Solar Monk Fruit Lecithin,Solar Monk Fruit Lecithin,,,,
Nebula Passionfruit Lecithin,Nebula Passionfruit Lecithin,,,,
Opal Maple Gum,Opal Maple Gum,,,,
Cosmic Xanthan Lecithin,Cosmic Xanthan Lecithin,,,,
Galactic-Lychee-Lecithin,Galactic Lychee Lecithin,,,,
Hyper-Vanilla-Oil,Hyper Vanilla Oil,,,,
Xeno-Isolate-X-866,Xeno-Isolate-X 866,,,,
Krypto-Stabilizer-532,Krypto-Stabilizer 532,,,,
Cyber-Lychee-Oil,Cyber Lychee Oil,,,,
Nebula-Stevia-Protein,Nebula Stevia Protein,,,,
Aura-Cinnamon-Extract,Aura Cinnamon Extract,,,,
Cosmic Xanthan Lecithin,Cosmic Xanthan Lecithin,,,,
Galactic Lavender Oil,Galactic Lavender Oil,,,,
Aura Basil Protein,Aura Basil Protein,,,,
Hyper Chicory Isolate,Hyper Chicory Isolate,,,,
Aura Acai Gum,Aura Acai Gum,,,,
Lunar Locust Bean Gum,Lunar Locust Bean Gum,,,,
Vortex Acacia Lecithin,Vortex Acacia Lecithin,,,,
Hyper Chocolate Extract,Hyper Chocolate Extract,,,,
Plasma Cane Powder,Plasma Cane Powder,,,,
martian-basil-concentrate,Martian Basil Concentrate,,,,
cyber-flux-479,Cyber-Flux 479,,,,
stellar-lavender-extract,Stellar Lavender Extract,,,,
solar-chicory-gum,Solar Chicory Gum,,,,
plasma-cane-powder,Plasma Cane Powder,,,,
pulsar-vanilla-powder,Pulsar Vanilla Powder,,,,
volcanic-acacia-extract,Volcanic Acacia Extract,,,,
aura-hibiscus-protein,Aura Hibiscus Protein,,,,
pulsar-guar-oil,Pulsar Guar Oil,,,,
volcanic-guava-isolate,Volcanic Guava Isolate,,,,
AURA-LYCHEE-GUM,Aura Lychee Gum,,,,
PULSAR-CANE-POWDER,Pulsar Cane Powder,,,,
SOLAR-MONK-FRUIT-LECITHIN,Solar Monk Fruit Lecithin,,,,
VORTEX-ACACIA-CONCENTRATE,Vortex Acacia Concentrate,,,,
NEBULA-PASSIONFRUIT-SYRUP,Nebula Passionfruit Syrup,,,,
ASTEROID-BASIL-LECITHIN,Asteroid Basil Lecithin,,,,
CYBER-ACAI-GUM,Cyber Acai Gum,,,,
SOLAR-CHICORY-GUM,Solar Chicory Gum,,,,
PLASMA-BASIL-OIL,Plasma Basil Oil,,,,
COSMIC-XANTHAN-LECITHIN,Cosmic Xanthan Lecithin,,,,
Pulsar Sesame Lecithin,Pulsar Sesame Lecithin,,,,
Asteroid Basil Lecithin,Asteroid Basil Lecithin,,,,
Xeno-Isolate-X 866,Xeno-Isolate-X 866,,,,
Glacial Sunflower Lecithin,Glacial Sunflower Lecithin,,,,
Stellar Xanthan Syrup,Stellar Xanthan Syrup,,,,
Hyper-Synthesizer 914,Hyper-Synthesizer 914,,,,
Cyber-Flux 200,Cyber-Flux 200,,,,
Aura Caramel Extract,Aura Caramel Extract,,,,
Aura Acai Gum,Aura Acai Gum,,,,
Krypto-Stabilizer 407,Krypto-Stabilizer 407,,,,
Neuro-Matrix-703,Neuro-Matrix 703,,,,
Vortex-Passionfruit-Syrup,Vortex Passionfruit Syrup,,,,
Opal-Caramel-Extract,Opal Caramel Extract,,,,
Solar-Maple-Isolate,Solar Maple Isolate,,,,
Nebula-Cinnamon-Isolate,Nebula Cinnamon Isolate,,,,
Aura-Cinnamon-Extract,Aura Cinnamon Extract,,,,
Lunar-Sunflower-Concentrate,Lunar Sunflower Concentrate,,,,
Stellar-Lemon-Isolate,Stellar Lemon Isolate,,,,
Pulsar-Basil-Isolate,Pulsar Basil Isolate,,,,
Plasma-Basil-Oil,Plasma Basil Oil,,,,
CAS-VORTEX-PISTACHIO,Vortex Pistachio Concentrate,,,,
CAS-ASTEROID-WHEY,Asteroid Whey Protein,,,,
CAS-HYPER-ACACIA,Hyper Acacia Extract,,,,
CAS-HYPER-CHOCOLATE,Hyper Chocolate Extract,,,,
CAS-LUNAR-GUAR,Lunar Guar Concentrate,,,,
CAS-QUANTUM-MAPLE,Quantum Maple Syrup,,,,
CAS-COMET-ALMOND,Comet Almond Syrup,,,,
CAS-KRYPTO-STABILIZER-660,Krypto-Stabilizer 660,,,,
CAS-PLASMA-LOCUST-BEAN,Plasma Locust Bean Protein,,,,
CAS-CYBER-FLUX-581,Cyber-Flux 581,,,,
CAS-ASTEROID-CHOC-ISOLATE,Asteroid Chocolate Isolate,,,,
Cyber Acai Gum,Cyber Acai Gum,,,,
Martian Basil Concentrate,Martian Basil Concentrate,,,,
Aura Maple Syrup,Aura Maple Syrup,,,,
Hyper-Synthesizer 782,Hyper-Synthesizer 782,,,,
Vortex Acacia Concentrate,Vortex Acacia Concentrate,,,,
Galactic Lemon Syrup,Galactic Lemon Syrup,,,,
Vortex Passionfruit Syrup,Vortex Passionfruit Syrup,,,,
Zenith Sunflower Powder,Zenith Sunflower Powder,,,,
Solar Maple Isolate,Solar Maple Isolate,,,,
Neuro-Matrix 578,Neuro-Matrix 578,,,,
Cyber-Flux 479,Cyber-Flux 479,,,,
Krypto-Stabilizer 660,Krypto-Stabilizer 660,,,,
Hyper-Synthesizer 782,Hyper-Synthesizer 782,,,,
Galactic Lemon Syrup,Galactic Lemon Syrup,,,,
Lunar Beet Powder,Lunar Beet Powder,,,,
Cyber Guava Powder,Cyber Guava Powder,,,,
Glacial Cane Oil,Glacial Cane Oil,,,,
Cyber-Flux 197,Cyber-Flux 197,,,,
Solar Chocolate Powder,Solar Chocolate Powder,,,,
Aura-Basil-Protein,Aura Basil Protein,,,,
Cyber-Acai-Powder,Cyber Acai Powder,,,,
Hyper-Passionfruit-Lecithin,Hyper Passionfruit Lecithin,,,,
Quantum-Pomegranate-Powder,Quantum Pomegranate Powder,,,,
Cyber-Flux-479,Cyber-Flux 479,,,,
Comet-Acai-Syrup,Comet Acai Syrup,,,,
Nebula-Passionfruit-Lecithin,Nebula Passionfruit Lecithin,,,,
Aura-Locust-Bean-Lecithin,Aura Locust Bean Lecithin,,,,
Cyber-Flux-855,Cyber-Flux 855,,,,
Pulsar-Vanilla-Powder,Pulsar Vanilla Powder,,,,
asteroid-basil-concentrate,Asteroid Basil Concentrate,,,,
neuro-matrix-578,Neuro-Matrix 578,,,,
neuro-matrix-131,Neuro-Matrix 131,,,,
lunar-beet-powder,Lunar Beet Powder,,,,
hyper-chicory-isolate,Hyper Chicory Isolate,,,,
vortex-xanthan-isolate,Vortex Xanthan Isolate,,,,
aura-hibiscus-protein,Aura Hibiscus Protein,,,,
hyper-synthesizer-914,Hyper-Synthesizer 914,,,,
volcanic-acacia-extract,Volcanic Acacia Extract,,,,
Comet Almond Powder,Comet Almond Powder,,,,
Quantum Pomegranate Powder,Quantum Pomegranate Powder,,,,
Aura Lavender Lecithin,Aura Lavender Lecithin,,,,
Solar Cane Protein,Solar Cane Protein,,,,
Hyper Vanilla Oil,Hyper Vanilla Oil,,,,
Pulsar Vanilla Powder,Pulsar Vanilla Powder,,,,
Stellar Lemon Isolate,Stellar Lemon Isolate,,,,
Bio-Flux-691,Bio-Flux 691,,,,
Vortex-Hibiscus-Extract,Vortex Hibiscus Extract,,,,
Galactic-Lavender-Oil,Galactic Lavender Oil,,,,
Neuro-Matrix-806,Neuro-Matrix 806,,,,
Glacial-Ginger-Lecithin,Glacial Ginger Lecithin,,,,
Cyber-Acai-Gum,Cyber Acai Gum,,,,
Hyper-Chicory-Isolate,Hyper Chicory Isolate,,,,
Stellar-Cinnamon-Oil,Stellar Cinnamon Oil,,,,
Krypto-Stabilizer-407,Krypto-Stabilizer 407,,,,
LUNAR-LOCUST-BEAN-GUM,Lunar Locust Bean Gum,,,,
GLACIAL-SUNFLOWER-LECITHIN,Glacial Sunflower Lecithin,,,,
PLASMA-CANE-POWDER,Plasma Cane Powder,,,,
CYBER-FLUX-479,Cyber-Flux 479,,,,
ASTEROID-STEVIA-PROTEIN,Asteroid Stevia Protein,,,,
CYBER-FLUX-829,Cyber-Flux 829,,,,
PLASMA-CINNAMON-CONCENTRATE,Plasma Cinnamon Concentrate,,,,
pulsar-basil-isolate,Pulsar Basil Isolate,,,,
plasma-almond-extract,Plasma Almond Extract,,,,
martian-soy-powder,Martian Soy Powder,,,,
martian-barley-powder,Martian Barley Powder,,,,
hyper-whey-isolate,Hyper Whey Isolate,,,,
cyber-basil-lecithin,Cyber Basil Lecithin,,,,
cosmic-cinnamon-oil,Cosmic Cinnamon Oil,,,,
opal-beet-concentrate,Opal Beet Concentrate,,,,
opal-agave-isolate,Opal Agave Isolate,,,,
hyper-chocolate-extract,Hyper Chocolate Extract,,,,
hyper-synthesizer-914,Hyper-Synthesizer 914,,,,
Vortex Hibiscus Extract,Vortex Hibiscus Extract,,,,
Vortex Soy Isolate,Vortex Soy Isolate,,,,
Stellar Lemon Isolate,Stellar Lemon Isolate,,,,
Plasma Cane Powder,Plasma Cane Powder,,,,
Plasma Locust Bean Protein,Plasma Locust Bean Protein,,,,
Bio-Flux 691,Bio-Flux 691,,,,
Aura Locust Bean Lecithin,Aura Locust Bean Lecithin,,,,
Asteroid Vanilla Gum,Asteroid Vanilla Gum,,,,
Martian Stevia Gum,Martian Stevia Gum,,,,
Nebula Passionfruit Syrup,Nebula Passionfruit Syrup,,,,
CAS-OPAL-AGAVE,Opal Agave Isolate,,,,
CAS-STELLAR-SOY,Stellar Soy Extract,,,,
CAS-LUNAR-LBG,Lunar Locust Bean Gum,,,,
CAS-GAL-LAVENDER,Galactic Lavender Oil,,,,
CAS-MARTIAN-ALMOND,Martian Almond Protein,,,,
CAS-ASTEROID-WHEY,Asteroid Whey Protein,,,,
CAS-VORTEX-PASSION,Vortex Passionfruit Syrup,,,,
ING-HYPER-AGAVE-OIL,Hyper Agave Oil,,,,
ING-PULSAR-WHEAT-ISOLATE,Pulsar Wheat Isolate,,,,
ING-GLACIAL-SUNFLOWER-LECITHIN,Glacial Sunflower Lecithin,,,,
ING-SOLAR-CANE-PROTEIN,Solar Cane Protein,,,,
ING-AURA-HIBISCUS-GUM,Aura Hibiscus Gum,,,,
ING-GALACTIC-LAVENDER-OIL,Galactic Lavender Oil,,,,
ING-PLASMA-CASHEW-CONCENTRATE,Plasma Cashew Concentrate,,,,
ING-ASTEROID-CINNAMON-SYRUP,Asteroid Cinnamon Syrup,,,,
ING-PLASMA-ISOLATE-X-590,Plasma-Isolate-X 590,,,,
ING-PULSAR-AGAVE-EXTRACT,Pulsar Agave Extract,,,,
ING-LUNAR-GUAR-CONCENTRATE,Lunar Guar Concentrate,,,,
lunar_sesame_oil,Lunar Sesame Oil,,,,
nebula_almond_extract,Nebula Almond Extract,,,,
pulsar_maple_oil,Pulsar Maple Oil,,,,
vortex_passionfruit_syrup,Vortex Passionfruit Syrup,,,,
asteroid_basil_lecithin,Asteroid Basil Lecithin,,,,
hyper_passionfruit_lecithin,Hyper Passionfruit Lecithin,,,,
pulsar_sunflower_isolate,Pulsar Sunflower Isolate,,,,
cyber_acai_gum,Cyber Acai Gum,,,,
Cosmic Caramel Lecithin,Cosmic Caramel Lecithin,,,,
Cyber Soy Protein,Cyber Soy Protein,,,,
Asteroid Whey Protein,Asteroid Whey Protein,,,,
Asteroid Cinnamon Syrup,Asteroid Cinnamon Syrup,,,,
Quantum Maple Syrup,Quantum Maple Syrup,,,,
Neuro-Matrix 578,Neuro-Matrix 578,,,,
Hyper Chocolate Extract,Hyper Chocolate Extract,,,,
Aura Hibiscus Protein,Aura Hibiscus Protein,,,,
ING-STELLAR-CASHEW-PROTEIN,Stellar Cashew Protein,,,,
ING-STELLAR-PEANUT-CONCENTRATE,Stellar Peanut Concentrate,,,,
ING-CYBER-BASIL-LECITHIN,Cyber Basil Lecithin,,,,
ING-HYPER-CHOCOLATE-EXTRACT,Hyper Chocolate Extract,,,,
ING-NEBULA-CINNAMON-ISOLATE,Nebula Cinnamon Isolate,,,,
ING-CYBER-ACAI-GUM,Cyber Acai Gum,,,,
ING-SOLAR-LOCUST-BEAN-POWDER,Solar Locust Bean Powder,,,,
ING-PULSAR-MAPLE-OIL,Pulsar Maple Oil,,,,
ING-MARTIAN-BASIL-CONCENTRATE,Martian Basil Concentrate,,,,
Midnight Base 204,Midnight Base 204,,,,
Plasma Basil Oil,Plasma Basil Oil,,,,
Lunar Chocolate Oil,Lunar Chocolate Oil,,,,
Martian Chocolate Concentrate,Martian Chocolate Concentrate,,,,
Asteroid Whey Protein,Asteroid Whey Protein,,,,
Aura Hibiscus Protein,Aura Hibiscus Protein,,,,
Cyber-Flux 479,Cyber-Flux 479,,,,
Pulsar Vanilla Powder,Pulsar Vanilla Powder,,,,
Opal Caramel Extract,Opal Caramel Extract,0.0,0.0,N/A,N/A
Plasma Almond Extract,Plasma Almond Extract,0.0,0.0,N/A,N/A
Vortex Soy Extract,Vortex Soy Extract,0.0,0.0,N/A,N/A
Zenith Agave Extract,Zenith Agave Extract,0.0,0.0,N/A,N/A
Galactic Lychee Lecithin,Galactic Lychee Lecithin,0.0,0.0,N/A,N/A
Cosmic Acacia Gum,Cosmic Acacia Gum,0.0,0.0,N/A,N/A
Aura Lavender Lecithin,Aura Lavender Lecithin,0.0,0.0,N/A,N/A
Opal Beet Concentrate,Opal Beet Concentrate,,,,
Vortex Passionfruit Syrup,Vortex Passionfruit Syrup,,,,
Zenith Agave Extract,Zenith Agave Extract,,,,
Galactic Guar Syrup,Galactic Guar Syrup,,,,
Aura Whey Extract,Aura Whey Extract,,,,
Plasma Cinnamon Concentrate,Plasma Cinnamon Concentrate,,,,
Cyber Chocolate Syrup,Cyber Chocolate Syrup,,,,
martian_crustacean_extract,Martian Crustacean Extract,,,,
midnight_base_204,Midnight Base 204,,,,
volcanic_barley_extract,Volcanic Barley Extract,,,,
hyper_chocolate_extract,Hyper Chocolate Extract,,,,
asteroid_hibiscus_gum,Asteroid Hibiscus Gum,,,,
vortex_xanthan_isolate,Vortex Xanthan Isolate,,,,
krypto_stabilizer_660,Krypto-Stabilizer 660,,,,
lunar_sunflower_concentrate,Lunar Sunflower Concentrate,,,,
solar_chocolate_powder,Solar Chocolate Powder,,,,
PLASMA-CASHEW-CONCENTRATE,Plasma Cashew Concentrate,,,,
PULSAR-WHEAT-ISOLATE,Pulsar Wheat Isolate,,,,
COSMIC-XANTHAN-LECITHIN,Cosmic Xanthan Lecithin,,,,
PULSAR-VANILLA-POWDER,Pulsar Vanilla Powder,,,,
ZENITH-CHICORY-CONCENTRATE,Zenith Chicory Concentrate,,,,
ASTEROID-BASIL-CONCENTRATE,Asteroid Basil Concentrate,,,,
STELLAR-XANTHAN-SYRUP,Stellar Xanthan Syrup,,,,
galactic-acacia-lecithin,Galactic Acacia Lecithin,,,,
hyper-cashew-powder,Hyper Cashew Powder,,,,
quantum-vanilla-concentrate,Quantum Vanilla Concentrate,,,,
plasma-acacia-gum,Plasma Acacia Gum,,,,
cosmic-ginger-powder,Cosmic Ginger Powder,,,,
plasma-cane-powder,Plasma Cane Powder,,,,
hyper-acacia-extract,Hyper Acacia Extract,,,,
aura-caramel-extract,Aura Caramel Extract,,,,
opal-agave-isolate,Opal Agave Isolate,,,,
zenith-sunflower-powder,Zenith Sunflower Powder,,,,
Neuro-Matrix 131,Neuro-Matrix 131,,,,
Cyber Basil Lecithin,Cyber Basil Lecithin,,,,
Lunar Beet Powder,Lunar Beet Powder,,,,
Asteroid Cinnamon Syrup,Asteroid Cinnamon Syrup,,,,
Vortex Xanthan Isolate,Vortex Xanthan Isolate,,,,
Asteroid Basil Concentrate,Asteroid Basil Concentrate,,,,
Asteroid Hibiscus Gum,Asteroid Hibiscus Gum,,,,
Opal Agave Isolate,Opal Agave Isolate,,,,
Aura Stevia Lecithin,Aura Stevia Lecithin,,,,
Cyber-Flux 197,Cyber-Flux 197,,,,
Asteroid Stevia Protein,Asteroid Stevia Protein,,,,
asteroid-whey-protein,Asteroid Whey Protein,,,,
hyper-whey-isolate,Hyper Whey Isolate,,,,
aura-locust-bean-lecithin,Aura Locust Bean Lecithin,,,,
vortex-acacia-lecithin,Vortex Acacia Lecithin,,,,
hyper-oat-gum,Hyper Oat Gum,,,,
lunar-chocolate-oil,Lunar Chocolate Oil,,,,
pulsar-maple-oil,Pulsar Maple Oil,,,,
Krypto-Stabilizer 471,Krypto-Stabilizer 471,,,,
Opal Whey Powder,Opal Whey Powder,,,,
Vortex Xanthan Isolate,Vortex Xanthan Isolate,,,,
Cyber-Flux 200,Cyber-Flux 200,,,,
Galactic Soy Isolate,Galactic Soy Isolate,,,,
Martian Egg Isolate,Martian Egg Isolate,,,,
Plasma Locust Bean Protein,Plasma Locust Bean Protein,,,,
stellar_cinnamon_oil,Stellar Cinnamon Oil,100.0,0.0,N/A,N/A
galactic_soy_isolate,Galactic Soy Isolate,100.0,0.0,N/A,N/A
hyper_whey_isolate,Hyper Whey Isolate,100.0,0.0,N/A,N/A
aura_peanut_powder,Aura Peanut Powder,100.0,0.0,N/A,N/A
quantum_acai_lecithin,Quantum Acai Lecithin,100.0,0.0,N/A,N/A
aura_stevia_lecithin,Aura Stevia Lecithin,100.0,0.0,N/A,N/A
pulsar_basil_isolate,Pulsar Basil Isolate,100.0,0.0,N/A,N/A
asteroid_vanilla_gum,Asteroid Vanilla Gum,100.0,0.0,N/A,N/A
glacial_caramel_concentrate,Glacial Caramel Concentrate,100.0,0.0,N/A,N/A
galactic_lemon_syrup,Galactic Lemon Syrup,,,,
cyber_flux_829,Cyber-Flux 829,,,,
cyber_basil_lecithin,Cyber Basil Lecithin,,,,
hyper_vanilla_oil,Hyper Vanilla Oil,,,,
plasma_isolate_x_590,Plasma-Isolate-X 590,,,,
hyper_chocolate_extract,Hyper Chocolate Extract,,,,
asteroid_basil_lecithin,Asteroid Basil Lecithin,,,,
cosmic_caramel_lecithin,Cosmic Caramel Lecithin,,,,
ING-ZENITH-CASHEW-PROTEIN,Zenith Cashew Protein,,,,
ING-MARTIAN-PEANUT-LECITHIN,Martian Peanut Lecithin,,,,
ING-LUNAR-BEET-POWDER,Lunar Beet Powder,,,,
ING-OPAL-CARAMEL-EXTRACT,Opal Caramel Extract,,,,
ING-AURA-STEVIA-LECITHIN,Aura Stevia Lecithin,,,,
ING-AURA-LYCHEE-GUM,Aura Lychee Gum,,,,
ING-PULSAR-BASIL-ISOLATE,Pulsar Basil Isolate,,,,
ING-CYBER-FLUX-197,Cyber-Flux 197,,,,
ING-VORTEX-SUNFLOWER-PROTEIN,Vortex Sunflower Protein,,,,
asteroid-cinnamon-syrup,Asteroid Cinnamon Syrup,,,,
neuro-matrix-914,Neuro-Matrix 914,,,,
plasma-monk-fruit-isolate,Plasma Monk Fruit Isolate,,,,
zenith-chicory-concentrate,Zenith Chicory Concentrate,,,,
pulsar-wheat-isolate,Pulsar Wheat Isolate,,,,
quantum-pomegranate-powder,Quantum Pomegranate Powder,,,,
cosmic-cinnamon-oil,Cosmic Cinnamon Oil,,,,
quantum_vanilla_concentrate,Quantum Vanilla Concentrate,,,,
quantum_soy_protein,Quantum Soy Protein,,,,
volcanic_peanut_protein,Volcanic Peanut Protein,,,,
neuro_matrix_806,Neuro-Matrix 806,,,,
solar_monk_fruit_lecithin,Solar Monk Fruit Lecithin,,,,
krypto_stabilizer_407,Krypto-Stabilizer 407,,,,
galactic_guar_syrup,Galactic Guar Syrup,,,,
nebula_stevia_protein,Nebula Stevia Protein,,,,
vortex_soy_isolate,Vortex Soy Isolate,,,,
vortex_sunflower_protein,Vortex Sunflower Protein,,,,
asteroid_vanilla_gum,Asteroid Vanilla Gum,,,,
aura_lychee_gum,Aura Lychee Gum,,,,
stellar_xanthan_syrup,Stellar Xanthan Syrup,,,,
quantum_acai_lecithin,Quantum Acai Lecithin,,,,
opal_caramel_extract,Opal Caramel Extract,,,,
aura_acai_gum,Aura Acai Gum,,,,
plasma_locust_bean_protein,Plasma Locust Bean Protein,,,,
Volcanic Soy Isolate,Volcanic Soy Isolate,,,,
Comet Acai Syrup,Comet Acai Syrup,,,,
Lunar Lemon Protein,Lunar Lemon Protein,,,,
Asteroid Hibiscus Gum,Asteroid Hibiscus Gum,,,,
Hyper Passionfruit Lecithin,Hyper Passionfruit Lecithin,,,,
Neuro-Matrix 994,Neuro-Matrix 994,,,,
Cosmic Ginger Powder,Cosmic Ginger Powder,,,,
Opal Maple Gum,Opal Maple Gum,,,,
cosmic-whey-extract,Cosmic Whey Extract,,,,
nebula-passionfruit-syrup,Nebula Passionfruit Syrup,,,,
quantum-pomegranate-powder,Quantum Pomegranate Powder,,,,
aura-locust-bean-lecithin,Aura Locust Bean Lecithin,,,,
plasma-acacia-gum,Plasma Acacia Gum,,,,
lunar-chocolate-oil,Lunar Chocolate Oil,,,,
glacial-cane-oil,Glacial Cane Oil,,,,
asteroid-chocolate-isolate,Asteroid Chocolate Isolate,,,,
plasma-locust-bean-protein,Plasma Locust Bean Protein,,,,
Glacial-Almond-Powder,Glacial Almond Powder,,,,
Cyber-Soy-Protein,Cyber Soy Protein,,,,
Opal-Agave-Isolate,Opal Agave Isolate,,,,
Cosmic-Dragonfruit-Gum,Cosmic Dragonfruit Gum,,,,
Neuro-Matrix-131,Neuro-Matrix 131,,,,
Vortex-Hibiscus-Extract,Vortex Hibiscus Extract,,,,
Cyber-Flux-855,Cyber-Flux 855,,,,
PULSAR-AGAVE-EXTRACT,Pulsar Agave Extract,,,,
MARTIAN-OAT-EXTRACT,Martian Oat Extract,,,,
ASTEROID-WHEY-PROTEIN,Asteroid Whey Protein,,,,
HYPER-CHOCOLATE-CONCENTRATE,Hyper Chocolate Concentrate,,,,
HYPER-PASSIONFRUIT-LECITHIN,Hyper Passionfruit Lecithin,,,,
LUNAR-MONK-FRUIT-LECITHIN,Lunar Monk Fruit Lecithin,,,,
OPAL-BEET-CONCENTRATE,Opal Beet Concentrate,,,,
NEBULA-STEVIA-PROTEIN,Nebula Stevia Protein,,,,
HYPER-WHEY-ISOLATE,Hyper Whey Isolate,,,,
MARTIAN-ALMOND-PROTEIN,Martian Almond Protein,,,,
PULSAR-WHEAT-ISOLATE,Pulsar Wheat Isolate,,,,
HYPER-SYNTHESIZER-914,Hyper-Synthesizer 914,,,,
CYBER-ACAI-GUM,Cyber Acai Gum,,,,
SOLAR-MAPLE-ISOLATE,Solar Maple Isolate,,,,
NEBULA-PASSIONFRUIT-LECITHIN,Nebula Passionfruit Lecithin,,,,
martian-soy-powder,Martian Soy Powder,,,,
plasma-cashew-concentrate,Plasma Cashew Concentrate,,,,
vortex-soy-isolate,Vortex Soy Isolate,,,,
cosmic-oat-powder,Cosmic Oat Powder,,,,
cosmic-whey-extract,Cosmic Whey Extract,,,,
glacial-cane-extract,Glacial Cane Extract,,,,
solar-monk-fruit-lecithin,Solar Monk Fruit Lecithin,,,,
lunar-lemon-protein,Lunar Lemon Protein,,,,
pulsar-agave-extract,Pulsar Agave Extract,,,,
zenith-dragonfruit-powder,Zenith Dragonfruit Powder,,,,
stellar-lavender-extract,Stellar Lavender Extract,,,,
martian-stevia-gum,Martian Stevia Gum,,,,
vortex-acacia-lecithin,Vortex Acacia Lecithin,,,,
cyber-flux-479,Cyber-Flux 479,,,,
cosmic-cinnamon-oil,Cosmic Cinnamon Oil,,,,
lunar-monk-fruit-lecithin,Lunar Monk Fruit Lecithin,,,,
lunar-guar-concentrate,Lunar Guar Concentrate,,,,
Opal-Whey-Powder,Opal Whey Powder,,,,
Martian-Almond-Protein,Martian Almond Protein,,,,
Volcanic-Soy-Isolate,Volcanic Soy Isolate,,,,
Neuro-Matrix-914,Neuro-Matrix 914,,,,
Solar-Maple-Isolate,Solar Maple Isolate,,,,
Cyber-Acai-Gum,Cyber Acai Gum,,,,
Plasma-Isolate-X-590,Plasma-Isolate-X 590,,,,
Asteroid-Maple-Gum,Asteroid Maple Gum,,,,
Hyper-Acacia-Extract,Hyper Acacia Extract,,,,
Solar-Stevia-Gum,Solar Stevia Gum,,,,
pulsar-wheat-isolate,Pulsar Wheat Isolate,,,,
cyber-soy-protein,Cyber Soy Protein,,,,
asteroid-stevia-protein,Asteroid Stevia Protein,,,,
galactic-guar-syrup,Galactic Guar Syrup,,,,
opal-pistachio-powder,Opal Pistachio Powder,,,,
nebula-stevia-oil,Nebula Stevia Oil,,,,
martian-ginger-gum,Martian Ginger Gum,,,,
aura-crustacean-isolate,Aura Crustacean Isolate,,,,
comet-almond-syrup,Comet Almond Syrup,,,,
plasma-cinnamon-concentrate,Plasma Cinnamon Concentrate,,,,
cosmic-xanthan-lecithin,Cosmic Xanthan Lecithin,,,,
martian-basil-concentrate,Martian Basil Concentrate,,,,
pulsar-basil-isolate,Pulsar Basil Isolate,,,,
pulsar-guar-oil,Pulsar Guar Oil,,,,
