allergen,consistsof,containsallergen,ingredient,product,suppliedby,supplier,ref,md5_hash
"{
  ""allergen"": []
}","{
  ""consistsof"": []
}","{
  ""containsallergen"": []
}","{
  ""ingredient"": [{
    ""ingredient_id"": ""3349-74-4"",
    ""ingredient_name"": ""Opal Agave Isolate"",
    ""moisture_content"": ""0.75"",
    ""ph_range"": ""6.45 – 7.15"",
    ""purity"": ""99.2"",
    ""specific_gravity_range"": ""0.920 – 0.940""
  }]
}","{
  ""product"": []
}","{
  ""suppliedby"": [{
    ""ingredient_id"": ""3349-74-4"",
    ""supplier_id"": ""VND-888""
  }]
}","{
  ""supplier"": [{
    ""facility_grade"": ""SQF Level 3 Certified"",
    ""production_site_id"": ""FAC-888-02"",
    ""supplier_id"": ""VND-888"",
    ""supplier_name"": ""Titan Industrial Nutrients""
  }]
}","{
  ""ref"": {
    ""uri"": ""gs://froyo_data/suppliers/opal_agave_isolate_manual.pdf"",
    ""version"": ""1778299176845838"",
    ""authorizer"": ""agent-data-cloud.us-central1.bq-connection"",
    ""details"": ""{\""gcs_metadata\"":{\""content_type\"":\""application/pdf\"",\""md5_hash\"":\""45fcad657089f24174c2f5c9b2d52253\"",\""size\"":217538,\""updated\"":1778299176850000}}""
  }
}",45fcad657089f24174c2f5c9b2d52253
"{
  ""allergen"": []
}","{
  ""consistsof"": []
}","{
  ""containsallergen"": []
}","{
  ""ingredient"": [{
    ""ingredient_id"": ""0464-17-0"",
    ""ingredient_name"": ""Neuro-Matrix 131"",
    ""moisture_content"": ""0.75"",
    ""ph_range"": ""6.45 – 7.15"",
    ""purity"": ""99.2"",
    ""specific_gravity_range"": ""0.920 – 0.940""
  }]
}","{
  ""product"": []
}","{
  ""suppliedby"": [{
    ""ingredient_id"": ""0464-17-0"",
    ""supplier_id"": ""VND-001""
  }]
}","{
  ""supplier"": [{
    ""facility_grade"": ""SQF Level 3 Certified"",
    ""production_site_id"": ""FAC-001-01"",
    ""supplier_id"": ""VND-001"",
    ""supplier_name"": ""Antigravity Global Sourcing""
  }]
}","{
  ""ref"": {
    ""uri"": ""gs://froyo_data/suppliers/neuro-matrix_131_manual.pdf"",
    ""version"": ""1778299149910510"",
    ""authorizer"": ""agent-data-cloud.us-central1.bq-connection"",
    ""details"": ""{\""gcs_metadata\"":{\""content_type\"":\""application/pdf\"",\""md5_hash\"":\""394065f551f70f7057e19069aa06ff2d\"",\""size\"":217550,\""updated\"":1778299149914000}}""
  }
}",394065f551f70f7057e19069aa06ff2d
"{
  ""allergen"": []
}","{
  ""consistsof"": []
}","{
  ""containsallergen"": []
}","{
  ""ingredient"": [{
    ""ingredient_id"": ""8222-04-7"",
    ""ingredient_name"": ""Asteroid Stevia Protein"",
    ""moisture_content"": ""0.75"",
    ""ph_range"": ""6.45 – 7.15"",
    ""purity"": ""99.2"",
    ""specific_gravity_range"": ""0.920 – 0.940""
  }]
}","{
  ""product"": []
}","{
  ""suppliedby"": [{
    ""ingredient_id"": ""8222-04-7"",
    ""supplier_id"": ""VND-205""
  }]
}","{
  ""supplier"": [{
    ""facility_grade"": ""SQF Level 3 Certified"",
    ""production_site_id"": ""FAC-205-01"",
    ""supplier_id"": ""VND-205"",
    ""supplier_name"": ""NorthStar Ingredients Corp""
  }]
}","{
  ""ref"": {
    ""uri"": ""gs://froyo_data/suppliers/asteroid_stevia_protein_manual.pdf"",
    ""version"": ""1778299211301669"",
    ""authorizer"": ""agent-data-cloud.us-central1.bq-connection"",
    ""details"": ""{\""gcs_metadata\"":{\""content_type\"":\""application/pdf\"",\""md5_hash\"":\""883be4f44db0da6d547f1c165124d800\"",\""size\"":217555,\""updated\"":1778299211307000}}""
  }
}",883be4f44db0da6d547f1c165124d800
"{
  ""allergen"": []
}","{
  ""consistsof"": []
}","{
  ""containsallergen"": []
}","{
  ""ingredient"": [{
    ""ingredient_id"": ""4803-44-4"",
    ""ingredient_name"": ""Zenith Agave Extract"",
    ""moisture_content"": ""0.75"",
    ""ph_range"": ""6.45 – 7.15"",
    ""purity"": ""99.2"",
    ""specific_gravity_range"": ""0.920 – 0.940""
  }]
}","{
  ""product"": []
}","{
  ""suppliedby"": [{
    ""ingredient_id"": ""4803-44-4"",
    ""supplier_id"": ""VND-550""
  }]
}","{
  ""supplier"": [{
    ""facility_grade"": ""SQF Level 3 Certified"",
    ""production_site_id"": ""FAC-550-02"",
    ""supplier_id"": ""VND-550"",
    ""supplier_name"": ""Atlantic Marine Extracts""
  }]
}","{
  ""ref"": {
    ""uri"": ""gs://froyo_data/suppliers/zenith_agave_extract_manual.pdf"",
    ""version"": ""1778299057944497"",
    ""authorizer"": ""agent-data-cloud.us-central1.bq-connection"",
    ""details"": ""{\""gcs_metadata\"":{\""content_type\"":\""application/pdf\"",\""md5_hash\"":\""d29ebb4c946848ea08c5983d2f8e209d\"",\""size\"":217573,\""updated\"":1778299057948000}}""
  }
}",d29ebb4c946848ea08c5983d2f8e209d
"{
  ""allergen"": []
}","{
  ""consistsof"": []
}","{
  ""containsallergen"": []
}","{
  ""ingredient"": [{
    ""ingredient_id"": ""7018-02-5"",
    ""ingredient_name"": ""Quantum Vanilla Concentrate"",
    ""moisture_content"": ""0.75"",
    ""ph_range"": ""6.45 – 7.15"",
    ""purity"": ""99.2"",
    ""specific_gravity_range"": ""0.920 – 0.940""
  }]
}","{
  ""product"": []
}","{
  ""suppliedby"": [{
    ""ingredient_id"": ""7018-02-5"",
    ""supplier_id"": ""VND-444""
  }]
}","{
  ""supplier"": [{
    ""facility_grade"": ""SQF Level 3 Certified"",
    ""production_site_id"": ""FAC-444-01"",
    ""supplier_id"": ""VND-444"",
    ""supplier_name"": ""Emerald Valley Chemical""
  }]
}","{
  ""ref"": {
    ""uri"": ""gs://froyo_data/suppliers/quantum_vanilla_concentrate_manual.pdf"",
    ""version"": ""1778299186519214"",
    ""authorizer"": ""agent-data-cloud.us-central1.bq-connection"",
    ""details"": ""{\""gcs_metadata\"":{\""content_type\"":\""application/pdf\"",\""md5_hash\"":\""b6a33affde8b43629f5c473e3caccd1c\"",\""size\"":217573,\""updated\"":1778299186523000}}""
  }
}",b6a33affde8b43629f5c473e3caccd1c
"{
  ""allergen"": []
}","{
  ""consistsof"": []
}","{
  ""containsallergen"": []
}","{
  ""ingredient"": [{
    ""ingredient_id"": ""4410-65-1"",
    ""ingredient_name"": ""Cyber Basil Lecithin"",
    ""moisture_content"": ""0.75"",
    ""ph_range"": ""6.45 – 7.15"",
    ""purity"": ""99.2"",
    ""specific_gravity_range"": ""0.920 – 0.940""
  }]
}","{
  ""product"": []
}","{
  ""suppliedby"": [{
    ""ingredient_id"": ""4410-65-1"",
    ""supplier_id"": ""VND-312""
  }]
}","{
  ""supplier"": [{
    ""facility_grade"": ""SQF Level 3 Certified"",
    ""production_site_id"": ""FAC-312-01"",
    ""supplier_id"": ""VND-312"",
    ""supplier_name"": ""SouthCrest Botanical Sourcing""
  }]
}","{
  ""ref"": {
    ""uri"": ""gs://froyo_data/suppliers/cyber_basil_lecithin_manual.pdf"",
    ""version"": ""1778299096185184"",
    ""authorizer"": ""agent-data-cloud.us-central1.bq-connection"",
    ""details"": ""{\""gcs_metadata\"":{\""content_type\"":\""application/pdf\"",\""md5_hash\"":\""ac78bcbfd79365714e1c6fb3a5d7e6b2\"",\""size\"":217652,\""updated\"":1778299096189000}}""
  }
}",ac78bcbfd79365714e1c6fb3a5d7e6b2
"{
  ""allergen"": []
}","{
  ""consistsof"": []
}","{
  ""containsallergen"": []
}","{
  ""ingredient"": [{
    ""ingredient_id"": ""8701-24-7"",
    ""ingredient_name"": ""Asteroid Hibiscus Gum"",
    ""moisture_content"": ""0.75"",
    ""ph_range"": ""6.45 - 7.15"",
    ""purity"": ""99.2"",
    ""specific_gravity_range"": ""0.920 - 0.940""
  }]
}","{
  ""product"": []
}","{
  ""suppliedby"": [{
    ""ingredient_id"": ""8701-24-7"",
    ""supplier_id"": ""VND-444""
  }]
}","{
  ""supplier"": [{
    ""facility_grade"": ""SQF Level 3 Certified"",
    ""production_site_id"": ""FAC-444-02"",
    ""supplier_id"": ""VND-444"",
    ""supplier_name"": ""Emerald Valley Chemical""
  }]
}","{
  ""ref"": {
    ""uri"": ""gs://froyo_data/suppliers/asteroid_hibiscus_gum_manual.pdf"",
    ""version"": ""1778299112168203"",
    ""authorizer"": ""agent-data-cloud.us-central1.bq-connection"",
    ""details"": ""{\""gcs_metadata\"":{\""content_type\"":\""application/pdf\"",\""md5_hash\"":\""199fba107e8022629669c9ee1aea6bda\"",\""size\"":217721,\""updated\"":1778299112173000}}""
  }
}",199fba107e8022629669c9ee1aea6bda
"{
  ""allergen"": []
}","{
  ""consistsof"": []
}","{
  ""containsallergen"": []
}","{
  ""ingredient"": [{
    ""ingredient_id"": ""2836-34-5"",
    ""ingredient_name"": ""Cosmic Caramel Lecithin"",
    ""moisture_content"": ""0.75"",
    ""ph_range"": ""6.45 – 7.15"",
    ""purity"": ""99.2"",
    ""specific_gravity_range"": ""0.920 – 0.940""
  }]
}","{
  ""product"": []
}","{
  ""suppliedby"": [{
    ""ingredient_id"": ""2836-34-5"",
    ""supplier_id"": ""VND-205""
  }]
}","{
  ""supplier"": [{
    ""facility_grade"": ""SQF Level 3 Certified"",
    ""production_site_id"": ""FAC-205-01"",
    ""supplier_id"": ""VND-205"",
    ""supplier_name"": ""NorthStar Ingredients Corp""
  }]
}","{
  ""ref"": {
    ""uri"": ""gs://froyo_data/suppliers/cosmic_caramel_lecithin_manual.pdf"",
    ""version"": ""1778299137066297"",
    ""authorizer"": ""agent-data-cloud.us-central1.bq-connection"",
    ""details"": ""{\""gcs_metadata\"":{\""content_type\"":\""application/pdf\"",\""md5_hash\"":\""6e276f98805eb9ff14c6909ac99da757\"",\""size\"":217778,\""updated\"":1778299137071000}}""
  }
}",6e276f98805eb9ff14c6909ac99da757
"{
  ""allergen"": []
}","{
  ""consistsof"": []
}","{
  ""containsallergen"": []
}","{
  ""ingredient"": [{
    ""ingredient_id"": ""1494-56-5"",
    ""ingredient_name"": ""Hyper-Synthesizer 501"",
    ""moisture_content"": ""0.75"",
    ""ph_range"": ""6.45 – 7.15"",
    ""purity"": ""99.2"",
    ""specific_gravity_range"": ""0.920 – 0.940""
  }]
}","{
  ""product"": []
}","{
  ""suppliedby"": [{
    ""ingredient_id"": ""1494-56-5"",
    ""supplier_id"": ""VND-444""
  }]
}","{
  ""supplier"": [{
    ""facility_grade"": ""SQF Level 3 Certified"",
    ""production_site_id"": ""FAC-444-01"",
    ""supplier_id"": ""VND-444"",
    ""supplier_name"": ""Emerald Valley Chemical""
  }]
}","{
  ""ref"": {
    ""uri"": ""gs://froyo_data/suppliers/hyper-synthesizer_501_manual.pdf"",
    ""version"": ""1778299148095401"",
    ""authorizer"": ""agent-data-cloud.us-central1.bq-connection"",
    ""details"": ""{\""gcs_metadata\"":{\""content_type\"":\""application/pdf\"",\""md5_hash\"":\""7180ff5745337f1c6cece0cf77559f49\"",\""size\"":217837,\""updated\"":1778299148099000}}""
  }
}",7180ff5745337f1c6cece0cf77559f49
"{
  ""allergen"": []
}","{
  ""consistsof"": []
}","{
  ""containsallergen"": []
}","{
  ""ingredient"": [{
    ""ingredient_id"": ""3434-19-1"",
    ""ingredient_name"": ""Aura Locust Bean Lecithin"",
    ""moisture_content"": ""0.75"",
    ""ph_range"": ""6.45 – 7.15"",
    ""purity"": ""99.2"",
    ""specific_gravity_range"": ""0.920 – 0.940""
  }]
}","{
  ""product"": []
}","{
  ""suppliedby"": [{
    ""ingredient_id"": ""3434-19-1"",
    ""supplier_id"": ""VND-917""
  }]
}","{
  ""supplier"": [{
    ""facility_grade"": ""SQF Level 3 Certified"",
    ""production_site_id"": ""FAC-917-01"",
    ""supplier_id"": ""VND-917"",
    ""supplier_name"": ""Zenith Natural Solutions""
  }]
}","{
  ""ref"": {
    ""uri"": ""gs://froyo_data/suppliers/aura_locust_bean_lecithin_manual.pdf"",
    ""version"": ""1778299073437793"",
    ""authorizer"": ""agent-data-cloud.us-central1.bq-connection"",
    ""details"": ""{\""gcs_metadata\"":{\""content_type\"":\""application/pdf\"",\""md5_hash\"":\""fffeb2ded461e831fc6fce922a4b0bfd\"",\""size\"":217848,\""updated\"":1778299073442000}}""
  }
}",fffeb2ded461e831fc6fce922a4b0bfd
"{
  ""allergen"": []
}","{
  ""consistsof"": []
}","{
  ""containsallergen"": []
}","{
  ""ingredient"": [{
    ""ingredient_id"": ""8373-29-2"",
    ""ingredient_name"": ""Glacial Caramel Concentrate"",
    ""moisture_content"": ""0.75"",
    ""ph_range"": ""6.45 – 7.15"",
    ""purity"": ""99.2"",
    ""specific_gravity_range"": ""0.920 – 0.940""
  }]
}","{
  ""product"": []
}","{
  ""suppliedby"": [{
    ""ingredient_id"": ""8373-29-2"",
    ""supplier_id"": ""VND-205""
  }]
}","{
  ""supplier"": [{
    ""facility_grade"": ""SQF Level 3 Certified"",
    ""production_site_id"": ""FAC-205-02"",
    ""supplier_id"": ""VND-205"",
    ""supplier_name"": ""NorthStar Ingredients Corp""
  }]
}","{
  ""ref"": {
    ""uri"": ""gs://froyo_data/suppliers/glacial_caramel_concentrate_manual.pdf"",
    ""version"": ""1778299154515986"",
    ""authorizer"": ""agent-data-cloud.us-central1.bq-connection"",
    ""details"": ""{\""gcs_metadata\"":{\""content_type\"":\""application/pdf\"",\""md5_hash\"":\""90a697e1703545c14810adf203a8bfac\"",\""size\"":217856,\""updated\"":1778299154519000}}""
  }
}",90a697e1703545c14810adf203a8bfac
"{
  ""allergen"": []
}","{
  ""consistsof"": []
}","{
  ""containsallergen"": []
}","{
  ""ingredient"": [{
    ""ingredient_id"": ""9677-21-9"",
    ""ingredient_name"": ""Volcanic Xanthan Syrup"",
    ""moisture_content"": ""0.75"",
    ""ph_range"": ""6.45 – 7.15"",
    ""purity"": ""99.2"",
    ""specific_gravity_range"": ""0.920 – 0.940""
  }]
}","{
  ""product"": []
}","{
  ""suppliedby"": [{
    ""ingredient_id"": ""9677-21-9"",
    ""supplier_id"": ""VND-444""
  }]
}","{
  ""supplier"": [{
    ""facility_grade"": ""SQF Level 3 Certified"",
    ""production_site_id"": ""FAC-444-02"",
    ""supplier_id"": ""VND-444"",
    ""supplier_name"": ""Emerald Valley Chemical""
  }]
}","{
  ""ref"": {
    ""uri"": ""gs://froyo_data/suppliers/volcanic_xanthan_syrup_manual.pdf"",
    ""version"": ""1778299150848148"",
    ""authorizer"": ""agent-data-cloud.us-central1.bq-connection"",
    ""details"": ""{\""gcs_metadata\"":{\""content_type\"":\""application/pdf\"",\""md5_hash\"":\""62ad7b4f1aa3ae0acce25c16648e7c50\"",\""size\"":217886,\""updated\"":1778299150852000}}""
  }
}",62ad7b4f1aa3ae0acce25c16648e7c50
"{
  ""allergen"": []
}","{
  ""consistsof"": []
}","{
  ""containsallergen"": []
}","{
  ""ingredient"": [{
    ""ingredient_id"": ""2064-34-9"",
    ""ingredient_name"": ""Plasma Cinnamon Concentrate"",
    ""moisture_content"": ""0.75"",
    ""ph_range"": ""6.45 – 7.15"",
    ""purity"": ""99.2"",
    ""specific_gravity_range"": ""0.920 – 0.940""
  }]
}","{
  ""product"": []
}","{
  ""suppliedby"": [{
    ""ingredient_id"": ""2064-34-9"",
    ""supplier_id"": ""VND-917""
  }]
}","{
  ""supplier"": [{
    ""facility_grade"": ""SQF Level 3 Certified"",
    ""production_site_id"": ""FAC-917-01"",
    ""supplier_id"": ""VND-917"",
    ""supplier_name"": ""Zenith Natural Solutions""
  }]
}","{
  ""ref"": {
    ""uri"": ""gs://froyo_data/suppliers/plasma_cinnamon_concentrate_manual.pdf"",
    ""version"": ""1778299166090666"",
    ""authorizer"": ""agent-data-cloud.us-central1.bq-connection"",
    ""details"": ""{\""gcs_metadata\"":{\""content_type\"":\""application/pdf\"",\""md5_hash\"":\""ed5be9f4eff7caacc065efefda83c073\"",\""size\"":217887,\""updated\"":1778299166093000}}""
  }
}",ed5be9f4eff7caacc065efefda83c073
"{
  ""allergen"": []
}","{
  ""consistsof"": []
}","{
  ""containsallergen"": []
}","{
  ""ingredient"": [{
    ""ingredient_id"": ""9462-08-7"",
    ""ingredient_name"": ""Stellar Lemon Isolate"",
    ""moisture_content"": ""0.75"",
    ""ph_range"": ""6.45 – 7.15"",
    ""purity"": ""99.2"",
    ""specific_gravity_range"": ""0.920 – 0.940""
  }]
}","{
  ""product"": []
}","{
  ""suppliedby"": [{
    ""ingredient_id"": ""9462-08-7"",
    ""supplier_id"": ""VND-702""
  }]
}","{
  ""supplier"": [{
    ""facility_grade"": ""SQF Level 3 Certified"",
    ""production_site_id"": ""FAC-702-01"",
    ""supplier_id"": ""VND-702"",
    ""supplier_name"": ""Golden Grain Refining""
  }]
}","{
  ""ref"": {
    ""uri"": ""gs://froyo_data/suppliers/stellar_lemon_isolate_manual.pdf"",
    ""version"": ""1778299044300641"",
    ""authorizer"": ""agent-data-cloud.us-central1.bq-connection"",
    ""details"": ""{\""gcs_metadata\"":{\""content_type\"":\""application/pdf\"",\""md5_hash\"":\""55f70ea076e233286cb2d6f88dafaaab\"",\""size\"":217942,\""updated\"":1778299044305000}}""
  }
}",55f70ea076e233286cb2d6f88dafaaab
"{
  ""allergen"": []
}","{
  ""consistsof"": []
}","{
  ""containsallergen"": []
}","{
  ""ingredient"": [{
    ""ingredient_id"": ""9781-84-2"",
    ""ingredient_name"": ""Aura Cinnamon Extract"",
    ""moisture_content"": ""0.75"",
    ""ph_range"": ""6.45 – 7.15"",
    ""purity"": ""99.2"",
    ""specific_gravity_range"": ""0.920 – 0.940""
  }]
}","{
  ""product"": []
}","{
  ""suppliedby"": [{
    ""ingredient_id"": ""9781-84-2"",
    ""supplier_id"": ""VND-550""
  }]
}","{
  ""supplier"": [{
    ""facility_grade"": ""SQF Level 3 Certified"",
    ""production_site_id"": ""FAC-550-02"",
    ""supplier_id"": ""VND-550"",
    ""supplier_name"": ""Atlantic Marine Extracts""
  }]
}","{
  ""ref"": {
    ""uri"": ""gs://froyo_data/suppliers/aura_cinnamon_extract_manual.pdf"",
    ""version"": ""1778299064690927"",
    ""authorizer"": ""agent-data-cloud.us-central1.bq-connection"",
    ""details"": ""{\""gcs_metadata\"":{\""content_type\"":\""application/pdf\"",\""md5_hash\"":\""1871585f09751f70f148a33a39df141d\"",\""size\"":217952,\""updated\"":1778299064695000}}""
  }
}",1871585f09751f70f148a33a39df141d
"{
  ""allergen"": []
}","{
  ""consistsof"": []
}","{
  ""containsallergen"": []
}","{
  ""ingredient"": [{
    ""ingredient_id"": ""5919-40-8"",
    ""ingredient_name"": ""Lunar Guar Concentrate"",
    ""moisture_content"": ""0.75"",
    ""ph_range"": ""6.45 – 7.15"",
    ""purity"": ""99.2"",
    ""specific_gravity_range"": ""0.920 – 0.940""
  }]
}","{
  ""product"": []
}","{
  ""suppliedby"": [{
    ""ingredient_id"": ""5919-40-8"",
    ""supplier_id"": ""VND-101""
  }]
}","{
  ""supplier"": [{
    ""facility_grade"": ""SQF Level 3 Certified"",
    ""production_site_id"": ""FAC-101-02"",
    ""supplier_id"": ""VND-101"",
    ""supplier_name"": ""Apex Bio-Organic Logistics""
  }]
}","{
  ""ref"": {
    ""uri"": ""gs://froyo_data/suppliers/lunar_guar_concentrate_manual.pdf"",
    ""version"": ""1778299201028150"",
    ""authorizer"": ""agent-data-cloud.us-central1.bq-connection"",
    ""details"": ""{\""gcs_metadata\"":{\""content_type\"":\""application/pdf\"",\""md5_hash\"":\""b13338ca3f0c65d14c2af9ca0631f45f\"",\""size\"":217978,\""updated\"":1778299201032000}}""
  }
}",b13338ca3f0c65d14c2af9ca0631f45f
"{
  ""allergen"": []
}","{
  ""consistsof"": []
}","{
  ""containsallergen"": []
}","{
  ""ingredient"": [{
    ""ingredient_id"": ""6787-09-4"",
    ""ingredient_name"": ""Martian Stevia Gum"",
    ""moisture_content"": ""0.75"",
    ""ph_range"": ""6.45 – 7.15"",
    ""purity"": ""99.2"",
    ""specific_gravity_range"": ""0.920 – 0.940""
  }]
}","{
  ""product"": []
}","{
  ""suppliedby"": [{
    ""ingredient_id"": ""6787-09-4"",
    ""supplier_id"": ""VND-444""
  }]
}","{
  ""supplier"": [{
    ""facility_grade"": ""SQF Level 3 Certified"",
    ""production_site_id"": ""FAC-444-02"",
    ""supplier_id"": ""VND-444"",
    ""supplier_name"": ""Emerald Valley Chemical""
  }]
}","{
  ""ref"": {
    ""uri"": ""gs://froyo_data/suppliers/martian_stevia_gum_manual.pdf"",
    ""version"": ""1778299125295867"",
    ""authorizer"": ""agent-data-cloud.us-central1.bq-connection"",
    ""details"": ""{\""gcs_metadata\"":{\""content_type\"":\""application/pdf\"",\""md5_hash\"":\""ff1c7de9b1a57b982fb41002daf3e352\"",\""size\"":217983,\""updated\"":1778299125299000}}""
  }
}",ff1c7de9b1a57b982fb41002daf3e352
"{
  ""allergen"": []
}","{
  ""consistsof"": []
}","{
  ""containsallergen"": []
}","{
  ""ingredient"": [{
    ""ingredient_id"": ""5057-46-3"",
    ""ingredient_name"": ""Cyber Acai Powder"",
    ""moisture_content"": ""0.75"",
    ""ph_range"": ""6.45 – 7.15"",
    ""purity"": ""99.2"",
    ""specific_gravity_range"": ""0.920 – 0.940""
  }]
}","{
  ""product"": []
}","{
  ""suppliedby"": [{
    ""ingredient_id"": ""5057-46-3"",
    ""supplier_id"": ""VND-702""
  }]
}","{
  ""supplier"": [{
    ""facility_grade"": ""SQF Level 3 Certified"",
    ""production_site_id"": ""FAC-702-02"",
    ""supplier_id"": ""VND-702"",
    ""supplier_name"": ""Golden Grain Refining""
  }]
}","{
  ""ref"": {
    ""uri"": ""gs://froyo_data/suppliers/cyber_acai_powder_manual.pdf"",
    ""version"": ""1778299036073447"",
    ""authorizer"": ""agent-data-cloud.us-central1.bq-connection"",
    ""details"": ""{\""gcs_metadata\"":{\""content_type\"":\""application/pdf\"",\""md5_hash\"":\""b79ed8c3ad80ea69f3c9f38444270147\"",\""size\"":218024,\""updated\"":1778299036077000}}""
  }
}",b79ed8c3ad80ea69f3c9f38444270147
"{
  ""allergen"": []
}","{
  ""consistsof"": []
}","{
  ""containsallergen"": []
}","{
  ""ingredient"": [{
    ""ingredient_id"": ""2107-69-2"",
    ""ingredient_name"": ""Nebula Cinnamon Isolate"",
    ""moisture_content"": ""0.75"",
    ""ph_range"": ""6.45 – 7.15"",
    ""purity"": ""99.2"",
    ""specific_gravity_range"": ""0.920 – 0.940""
  }]
}","{
  ""product"": []
}","{
  ""suppliedby"": [{
    ""ingredient_id"": ""2107-69-2"",
    ""supplier_id"": ""VND-917""
  }]
}","{
  ""supplier"": [{
    ""facility_grade"": ""SQF Level 3 Certified"",
    ""production_site_id"": ""FAC-917-02"",
    ""supplier_id"": ""VND-917"",
    ""supplier_name"": ""Zenith Natural Solutions""
  }]
}","{
  ""ref"": {
    ""uri"": ""gs://froyo_data/suppliers/nebula_cinnamon_isolate_manual.pdf"",
    ""version"": ""1778299103956406"",
    ""authorizer"": ""agent-data-cloud.us-central1.bq-connection"",
    ""details"": ""{\""gcs_metadata\"":{\""content_type\"":\""application/pdf\"",\""md5_hash\"":\""dbd2c349780115936b496bdc8134fce9\"",\""size\"":218079,\""updated\"":1778299103960000}}""
  }
}",dbd2c349780115936b496bdc8134fce9
"{
  ""allergen"": []
}","{
  ""consistsof"": []
}","{
  ""containsallergen"": []
}","{
  ""ingredient"": [{
    ""ingredient_id"": ""5843-55-3"",
    ""ingredient_name"": ""Pulsar Vanilla Powder"",
    ""moisture_content"": ""0.75"",
    ""ph_range"": ""6.45 - 7.15"",
    ""purity"": ""99.2"",
    ""specific_gravity_range"": ""0.920 - 0.940""
  }]
}","{
  ""product"": []
}","{
  ""suppliedby"": [{
    ""ingredient_id"": ""5843-55-3"",
    ""supplier_id"": ""VND-917""
  }]
}","{
  ""supplier"": [{
    ""facility_grade"": ""SQF Level 3 Certified"",
    ""production_site_id"": ""FAC-917-02"",
    ""supplier_id"": ""VND-917"",
    ""supplier_name"": ""Zenith Natural Solutions""
  }]
}","{
  ""ref"": {
    ""uri"": ""gs://froyo_data/suppliers/pulsar_vanilla_powder_manual.pdf"",
    ""version"": ""1778299185547333"",
    ""authorizer"": ""agent-data-cloud.us-central1.bq-connection"",
    ""details"": ""{\""gcs_metadata\"":{\""content_type\"":\""application/pdf\"",\""md5_hash\"":\""9d5bc2fe10c17e03ccae6a92266db6d5\"",\""size\"":218121,\""updated\"":1778299185551000}}""
  }
}",9d5bc2fe10c17e03ccae6a92266db6d5
"{
  ""allergen"": []
}","{
  ""consistsof"": []
}","{
  ""containsallergen"": []
}","{
  ""ingredient"": [{
    ""ingredient_id"": ""7823-37-8"",
    ""ingredient_name"": ""Cyber-Flux 829"",
    ""moisture_content"": ""0.75"",
    ""ph_range"": ""6.45 – 7.15"",
    ""purity"": ""99.2"",
    ""specific_gravity_range"": ""0.920 – 0.940""
  }]
}","{
  ""product"": []
}","{
  ""suppliedby"": [{
    ""ingredient_id"": ""7823-37-8"",
    ""supplier_id"": ""VND-101""
  }]
}","{
  ""supplier"": [{
    ""facility_grade"": ""SQF Level 3 Certified"",
    ""production_site_id"": ""FAC-101-02"",
    ""supplier_id"": ""VND-101"",
    ""supplier_name"": ""Apex Bio-Organic Logistics""
  }]
}","{
  ""ref"": {
    ""uri"": ""gs://froyo_data/suppliers/cyber-flux_829_manual.pdf"",
    ""version"": ""1778299171804868"",
    ""authorizer"": ""agent-data-cloud.us-central1.bq-connection"",
    ""details"": ""{\""gcs_metadata\"":{\""content_type\"":\""application/pdf\"",\""md5_hash\"":\""23c6b2ac539201baa3380957b5d6d956\"",\""size\"":218125,\""updated\"":1778299171808000}}""
  }
}",23c6b2ac539201baa3380957b5d6d956
"{
  ""allergen"": []
}","{
  ""consistsof"": []
}","{
  ""containsallergen"": []
}","{
  ""ingredient"": [{
    ""ingredient_id"": ""3594-43-8"",
    ""ingredient_name"": ""Neuro-Matrix 914"",
    ""moisture_content"": ""0.75"",
    ""ph_range"": ""6.45 – 7.15"",
    ""purity"": ""99.2"",
    ""specific_gravity_range"": ""0.920 – 0.940""
  }]
}","{
  ""product"": []
}","{
  ""suppliedby"": [{
    ""ingredient_id"": ""3594-43-8"",
    ""supplier_id"": ""VND-205""
  }]
}","{
  ""supplier"": [{
    ""facility_grade"": ""SQF Level 3 Certified"",
    ""production_site_id"": ""FAC-205-01"",
    ""supplier_id"": ""VND-205"",
    ""supplier_name"": ""NorthStar Ingredients Corp""
  }]
}","{
  ""ref"": {
    ""uri"": ""gs://froyo_data/suppliers/neuro-matrix_914_manual.pdf"",
    ""version"": ""1778299181700961"",
    ""authorizer"": ""agent-data-cloud.us-central1.bq-connection"",
    ""details"": ""{\""gcs_metadata\"":{\""content_type\"":\""application/pdf\"",\""md5_hash\"":\""6667de115c7c5024ae5c80535e6a39e6\"",\""size\"":218141,\""updated\"":1778299181704000}}""
  }
}",6667de115c7c5024ae5c80535e6a39e6
