order_id,customer_id,order_date
52463,1104,2026-01-12
52464,1223,2025-03-26
52465,1158,2025-09-08
52466,1515,2025-07-16
52467,1226,2025-11-14
52468,1851,2026-01-12
52469,1192,2025-09-02
52470,1814,2025-09-09
52471,1918,2025-05-13
52472,1572,2025-08-30
52473,1628,2025-06-18
52474,1706,2025-06-28
52475,1851,2025-10-14
52476,1975,2025-03-04
52477,1538,2026-01-15
52478,1866,2025-09-09
52479,1544,2025-05-29
52480,1729,2025-12-25
52481,1564,2025-06-15
52482,1719,2025-07-28
52483,1774,2025-08-27
52484,1821,2025-11-18
52485,1116,2025-12-29
52486,1427,2025-05-30
52487,1471,2025-08-28
52488,1938,2025-04-10
52489,1078,2025-11-27
52490,1119,2026-02-03
52491,1838,2025-08-07
52492,1134,2025-09-21
52493,1945,2025-02-25
52494,1017,2025-06-28
52495,1491,2025-05-21
52496,1356,2025-11-23
52497,1319,2025-09-24
52498,1707,2025-11-12
52499,1371,2026-02-02
52500,1142,2025-10-25
52501,1836,2025-12-30
52502,1452,2025-05-20
52503,1911,2025-06-13
52504,1611,2025-10-26
52505,1535,2025-12-19
52506,1781,2025-09-21
52507,1993,2025-04-16
52508,1350,2025-07-12
52509,1176,2025-11-20
52510,1726,2025-04-03
52511,1311,2025-09-01
52512,1029,2025-05-05
52513,1762,2025-12-05
52514,1834,2025-08-09
52515,1121,2025-04-18
52516,1227,2025-07-29
52517,1131,2025-07-24
52518,1877,2025-03-29
52519,1710,2025-07-29
52520,1145,2025-04-12
52521,1704,2025-05-13
52522,1232,2025-03-24
52523,1314,2025-10-29
52524,1128,2025-07-21
52525,1214,2025-09-16
52526,1133,2025-12-06
52527,1080,2026-01-09
52528,1435,2025-09-25
52529,1707,2025-10-14
52530,1781,2026-02-23
52531,1802,2025-11-03
52532,1114,2026-02-05
52533,1079,2025-11-18
52534,1019,2025-07-26
52535,1793,2025-04-24
52536,1495,2025-08-28
52537,1775,2025-08-20
52538,1441,2025-08-10
52539,1043,2026-02-13
52540,1201,2025-08-30
52541,1110,2025-09-05
52542,1033,2025-11-05
52543,1812,2025-08-09
52544,1675,2025-03-07
52545,1525,2025-04-22
52546,1607,2025-09-16
52547,1060,2026-01-27
52548,1480,2025-04-08
52549,1121,2026-01-01
52550,1930,2025-04-05
52551,1259,2025-07-09
52552,1044,2025-06-09
52553,1067,2025-09-03
52554,1308,2025-04-08
52555,1683,2025-06-15
52556,1010,2025-07-11
52557,1772,2025-06-11
52558,1098,2025-03-06
52559,1801,2025-04-17
52560,1126,2025-12-07
52561,1942,2025-07-28
52562,1616,2026-02-01
52563,1210,2025-06-15
52564,1601,2025-06-07
52565,1922,2025-05-02
52566,1204,2025-11-21
52567,1189,2025-02-24
52568,1686,2025-09-12
52569,1359,2025-03-20
52570,1029,2025-03-12
52571,1092,2025-08-19
52572,1149,2025-06-17
52573,1866,2025-08-08
52574,1764,2025-06-27
52575,1964,2025-07-12
52576,1284,2025-12-26
52577,1971,2025-12-26
52578,1593,2025-04-13
52579,1356,2025-04-15
52580,1360,2025-10-14
52581,1164,2025-11-29
52582,1875,2025-10-26
52583,1512,2025-04-19
52584,1799,2025-11-17
52585,1746,2025-03-28
52586,1627,2025-10-10
52587,1247,2025-10-10
52588,1517,2025-07-15
52589,1583,2026-01-19
52590,1069,2025-06-28
52591,1101,2025-03-12
52592,1839,2025-10-27
52593,1592,2025-08-05
52594,1781,2025-06-05
52595,1014,2025-03-28
52596,1541,2025-04-25
52597,1222,2025-03-05
52598,1732,2025-10-12
52599,1196,2025-12-03
52600,1987,2025-06-17
52601,1288,2025-10-18
52602,1175,2025-10-17
52603,1923,2025-03-27
52604,1772,2026-02-08
52605,1550,2025-09-10
52606,1004,2025-11-28
52607,1996,2026-02-09
52608,1742,2025-09-02
52609,1101,2025-11-25
52610,1946,2025-08-26
52611,1219,2025-03-02
52612,1942,2025-10-22
52613,1516,2025-09-06
52614,1871,2026-02-11
52615,1724,2025-06-04
52616,1486,2025-05-10
52617,1375,2025-12-24
52618,1714,2025-12-28
52619,1603,2025-09-24
52620,1189,2025-03-26
52621,1450,2025-09-07
52622,1689,2025-06-21
52623,1980,2025-09-27
52624,1109,2025-08-22
52625,1185,2026-01-31
52626,1854,2025-06-28
52627,1363,2025-05-01
52628,1388,2025-03-04
52629,1434,2025-09-05
52630,1219,2025-07-13
52631,1526,2025-03-29
52632,1233,2026-02-17
52633,1417,2025-09-10
52634,1115,2025-06-08
52635,1779,2025-05-01
52636,1321,2025-12-02
52637,1126,2025-04-21
52638,1477,2026-02-07
52639,1112,2025-10-30
52640,1532,2025-03-17
52641,1139,2026-02-10
52642,1507,2025-05-01
52643,1780,2025-11-12
52644,1369,2025-06-13
52645,1721,2025-04-01
52646,1295,2025-04-17
52647,1570,2026-01-16
52648,1739,2025-05-29
52649,1041,2026-02-03
52650,1084,2026-01-19
52651,1335,2025-03-14
52652,1505,2025-05-22
52653,1118,2025-09-30
52654,1394,2025-05-21
52655,1290,2025-08-29
52656,1467,2025-08-27
52657,1614,2026-02-06
52658,1753,2025-06-02
52659,1319,2025-06-20
52660,1703,2025-09-14
52661,1999,2025-03-19
52662,1861,2025-03-06
52663,1454,2025-10-13
52664,1231,2026-01-24
52665,1567,2025-03-02
52666,1417,2025-09-14
52667,1297,2025-09-26
52668,1875,2025-04-02
52669,1438,2025-11-30
52670,1193,2025-10-20
52671,1877,2025-04-10
52672,1071,2025-09-19
52673,1916,2025-08-06
52674,1861,2025-12-30
52675,1821,2025-08-26
52676,1487,2025-12-07
52677,1961,2025-04-17
52678,1695,2025-09-09
52679,1376,2025-04-26
52680,1183,2025-05-24
52681,1013,2026-02-07
52682,1690,2026-02-10
52683,1503,2025-09-15
52684,1688,2025-03-11
52685,1107,2025-12-18
52686,1405,2026-02-10
52687,1448,2025-10-09
52688,1535,2025-10-21
52689,1674,2025-04-26
52690,1692,2025-03-18
52691,1087,2026-01-27
52692,1122,2025-06-04
52693,1146,2025-05-26
52694,1404,2025-10-30
52695,1410,2026-02-24
52696,1711,2025-12-29
52697,1604,2025-05-12
52698,1104,2025-12-28
52699,1759,2025-06-06
52700,1947,2025-04-24
52701,1913,2025-09-07
52702,1172,2025-03-21
52703,1066,2025-03-28
52704,1372,2025-11-06
52705,1998,2025-12-24
52706,1203,2025-11-16
52707,1346,2026-02-24
52708,1205,2026-01-11
52709,1609,2025-05-12
52710,1864,2025-08-27
52711,1413,2025-12-14
52712,1125,2026-01-13
52713,1238,2026-02-05
52714,1858,2025-10-14
52715,1434,2026-02-17
52716,1742,2025-11-10
52717,1511,2025-06-03
52718,1285,2025-10-24
52719,1783,2025-06-21
52720,1730,2025-05-12
52721,1784,2026-02-09
52722,1595,2025-06-24
52723,1607,2026-01-24
52724,1279,2025-04-13
52725,1774,2026-01-27
52726,1808,2025-10-04
52727,1820,2025-02-25
52728,1659,2025-02-27
52729,1965,2025-04-28
52730,1409,2025-09-15
52731,1364,2025-11-05
52732,1487,2025-08-21
52733,1682,2025-07-17
52734,1617,2025-03-25
52735,1972,2026-01-10
52736,1414,2025-10-20
52737,1496,2025-09-09
52738,1523,2026-01-16
52739,1285,2025-12-19
52740,1150,2025-08-05
52741,1786,2025-04-10
52742,1465,2026-02-14
52743,1110,2025-07-11
52744,1125,2025-10-02
52745,1256,2025-07-15
52746,1501,2025-12-28
52747,1509,2025-12-18
52748,1236,2026-02-19
52749,1643,2025-04-10
52750,1965,2025-07-09
52751,1137,2025-05-05
52752,1030,2025-02-27
52753,1101,2025-11-22
52754,1755,2025-11-28
52755,1054,2025-10-31
52756,1850,2025-11-10
52757,1069,2025-05-05
52758,1510,2025-12-19
52759,1694,2025-10-10
52760,1027,2025-12-16
52761,1995,2025-05-15
52762,1183,2026-02-17
52763,1391,2026-02-13
52764,1619,2025-03-09
52765,1695,2025-08-23
52766,1334,2025-11-08
52767,1156,2025-10-03
52768,1310,2025-02-26
52769,1636,2026-02-19
52770,1638,2025-10-15
52771,1098,2025-04-05
52772,1778,2025-06-05
52773,1078,2025-08-26
52774,1676,2025-04-27
52775,1769,2025-05-05
52776,1532,2025-11-21
52777,1785,2025-10-28
52778,1504,2025-10-02
52779,1811,2025-04-29
52780,1477,2025-09-27
52781,1206,2025-11-24
52782,1300,2025-04-11
52783,1677,2026-01-31
52784,1509,2026-01-03
52785,1502,2026-01-12
52786,1516,2025-11-17
52787,1267,2025-06-04
52788,1555,2025-12-31
52789,1351,2025-03-04
52790,1828,2026-02-13
52791,1880,2025-10-30
52792,1553,2025-10-06
52793,1559,2025-10-31
52794,1018,2026-01-13
52795,1975,2025-02-24
52796,1782,2025-07-30
52797,1032,2025-10-28
52798,1440,2025-10-19
52799,1901,2026-01-02
52800,1936,2025-06-22
52801,1121,2025-12-30
52802,1392,2025-07-22
52803,1460,2025-04-09
52804,1322,2025-09-01
52805,1873,2025-08-24
52806,1385,2025-09-01
52807,1453,2025-03-11
52808,1470,2025-11-14
52809,1036,2025-03-13
52810,1033,2026-01-26
52811,1181,2025-09-06
52812,1570,2025-06-19
52813,1675,2025-07-17
52814,1881,2025-06-26
52815,1798,2026-01-12
52816,1310,2025-12-16
52817,1905,2026-02-21
52818,1723,2025-05-17
52819,1168,2025-11-03
52820,1503,2026-02-09
52821,1441,2026-01-25
52822,1137,2025-05-07
52823,1319,2025-06-24
52824,1732,2025-03-19
52825,1398,2025-10-10
52826,1499,2025-03-06
52827,1782,2025-08-01
52828,1112,2025-03-04
52829,1582,2025-12-12
52830,1691,2026-02-01
52831,1502,2025-12-28
52832,1675,2025-05-25
52833,1567,2025-08-16
52834,1701,2026-02-09
52835,1552,2025-12-25
52836,1585,2025-12-21
52837,1481,2025-09-02
52838,1487,2025-05-21
52839,1575,2025-03-22
52840,1874,2025-10-01
52841,1160,2025-08-03
52842,1518,2025-03-31
52843,1057,2025-08-06
52844,1400,2025-04-10
52845,1269,2026-02-15
52846,1506,2026-01-25
52847,1605,2025-07-12
52848,1994,2026-01-15
52849,1386,2025-11-04
52850,1631,2025-12-07
52851,1692,2025-03-18
52852,1361,2025-12-14
52853,1784,2025-03-16
52854,1291,2025-10-05
52855,1328,2025-08-01
52856,1062,2025-04-02
52857,1028,2025-03-16
52858,1604,2025-03-15
52859,1046,2026-01-01
52860,1131,2025-07-21
52861,1857,2025-10-07
52862,1375,2025-07-24
52863,1357,2026-01-06
52864,1828,2025-12-09
52865,1759,2025-10-10
52866,1597,2025-08-08
52867,1027,2025-08-12
52868,1783,2025-07-30
52869,1912,2025-10-08
52870,1640,2025-04-02
52871,1349,2025-10-20
52872,1389,2025-10-29
52873,1099,2025-03-05
52874,1438,2025-09-01
52875,1353,2025-09-27
52876,1365,2025-04-04
52877,1421,2025-02-28
52878,1359,2025-11-12
52879,1057,2025-09-28
52880,1677,2025-12-28
52881,1250,2026-01-20
52882,1253,2025-04-11
52883,1240,2025-08-29
52884,1663,2025-07-04
52885,1319,2025-08-19
52886,1606,2025-10-09
52887,1086,2025-05-03
52888,1932,2025-04-15
52889,1704,2025-03-12
52890,1067,2025-04-11
52891,1889,2025-09-25
52892,1312,2025-08-30
52893,1117,2025-10-20
52894,1345,2025-07-04
52895,1173,2025-09-25
52896,1020,2025-09-10
52897,1551,2025-04-18
52898,1333,2025-08-14
52899,1038,2025-10-02
52900,1471,2025-06-10
52901,1673,2026-02-14
52902,1884,2025-09-01
52903,1432,2025-10-22
52904,1581,2025-04-17
52905,1527,2025-05-21
52906,1923,2025-12-20
52907,1431,2025-09-16
52908,1273,2025-03-15
52909,1020,2025-06-29
52910,1712,2026-02-16
52911,1480,2025-10-16
52912,1602,2025-05-08
52913,1022,2025-03-21
52914,1324,2025-05-04
52915,1386,2025-08-17
52916,1584,2025-11-04
52917,1399,2025-08-14
52918,1330,2025-11-04
52919,1586,2026-01-01
52920,1100,2025-09-19
52921,1827,2025-06-26
52922,1500,2025-06-13
52923,1102,2025-06-24
52924,1707,2025-04-03
52925,1691,2026-01-10
52926,1210,2026-01-23
52927,1344,2025-08-24
52928,1508,2026-01-26
52929,1514,2025-10-15
52930,1830,2025-11-04
52931,1783,2025-08-13
52932,1683,2025-05-13
52933,1347,2025-08-18
52934,1170,2025-12-02
52935,1629,2025-12-19
52936,1306,2025-12-16
52937,1372,2025-07-11
52938,1992,2025-07-20
52939,1446,2025-12-23
52940,1206,2025-02-26
52941,1508,2025-02-27
52942,1650,2025-07-04
52943,1867,2025-09-15
52944,1997,2025-04-17
52945,1806,2025-08-04
52946,1077,2025-10-13
52947,1860,2026-01-24
52948,1870,2025-07-05
52949,1548,2026-02-15
52950,1219,2025-05-07
52951,1294,2025-06-07
52952,1271,2025-05-15
52953,1048,2025-05-30
52954,1304,2025-04-28
52955,1587,2025-12-31
52956,1411,2025-05-25
52957,1823,2025-05-06
52958,1231,2025-04-29
52959,1639,2025-05-30
52960,1760,2025-04-02
52961,1980,2025-12-25
52962,1094,2025-04-15
52963,1734,2025-10-21
52964,1864,2026-01-13
52965,1592,2025-06-27
52966,1097,2025-05-11
52967,1606,2025-08-09
52968,1344,2025-07-09
52969,1279,2025-07-10
52970,1068,2025-04-27
52971,1580,2025-09-04
52972,1820,2025-12-13
52973,1543,2025-10-10
52974,1486,2025-08-01
52975,1437,2025-11-11
52976,1214,2025-04-08
52977,1355,2026-01-13
52978,1814,2025-04-12
52979,1078,2025-05-04
52980,1667,2025-09-06
52981,1843,2025-11-05
52982,1309,2025-06-20
52983,1516,2025-07-31
52984,1823,2025-10-14
52985,1307,2026-01-27
52986,1443,2025-11-30
52987,1679,2025-09-26
52988,1552,2026-01-02
52989,1320,2025-06-11
52990,1204,2025-04-19
52991,1424,2025-05-25
52992,1411,2025-10-12
52993,1257,2025-06-06
52994,1639,2025-04-11
52995,1527,2025-08-29
52996,1464,2025-09-25
52997,1687,2025-08-21
52998,1781,2025-11-17
52999,1560,2025-12-08
53000,1184,2025-12-10
53001,1902,2025-10-07
53002,1019,2025-04-26
53003,1642,2025-07-16
53004,1720,2026-01-12
53005,1528,2025-11-25
53006,1883,2025-07-10
53007,1191,2025-09-01
53008,1590,2025-04-30
53009,1511,2025-11-11
53010,1218,2025-09-04
53011,1676,2025-08-19
53012,1985,2026-02-08
53013,1843,2025-08-16
53014,1760,2025-09-24
53015,1960,2025-10-15
53016,1478,2025-12-10
53017,1274,2025-10-19
53018,1959,2025-05-10
53019,1653,2026-01-17
53020,1545,2025-08-08
53021,1828,2025-05-20
53022,1629,2025-05-15
53023,1873,2025-07-29
53024,1787,2025-07-12
53025,1928,2025-04-22
53026,1444,2025-12-29
53027,1957,2025-05-28
53028,1579,2025-03-27
53029,1744,2025-11-26
53030,1641,2025-06-11
53031,1061,2025-09-01
53032,1534,2025-05-19
53033,1205,2025-03-11
53034,1373,2025-08-30
53035,1473,2025-06-27
53036,1151,2025-08-08
53037,1246,2025-08-01
53038,1154,2025-07-08
53039,1764,2025-08-25
53040,1701,2025-06-03
53041,1783,2025-03-05
53042,1307,2025-08-04
53043,1864,2025-06-01
53044,1445,2025-03-23
53045,1420,2026-01-19
53046,1326,2025-06-11
53047,1880,2025-08-26
53048,1850,2025-09-12
53049,1933,2025-03-24
53050,1065,2025-06-05
53051,1649,2025-05-18
53052,1208,2025-04-08
53053,1866,2025-07-05
53054,1422,2025-09-11
53055,1273,2025-06-26
53056,1843,2025-10-29
53057,1293,2025-05-26
53058,1661,2025-11-23
53059,1164,2025-12-02
53060,1262,2025-12-30
53061,1703,2025-05-04
53062,1615,2025-10-03
53063,1241,2025-04-15
53064,1415,2026-01-02
53065,1244,2025-11-13
53066,1116,2025-09-10
53067,1153,2025-05-30
53068,1196,2025-12-02
53069,1028,2025-06-07
53070,1251,2025-06-30
53071,1816,2026-02-23
53072,1847,2026-02-05
53073,1317,2025-12-21
53074,1475,2025-11-28
53075,1497,2025-02-28
53076,1573,2025-10-21
53077,1446,2026-02-21
53078,1432,2026-02-07
53079,1662,2026-01-06
53080,1927,2025-05-18
53081,1037,2025-11-15
53082,1206,2025-05-11
53083,1163,2025-05-20
53084,1279,2025-09-26
53085,1139,2025-09-14
53086,1029,2025-08-14
53087,1264,2025-12-19
53088,1808,2025-06-28
53089,1822,2025-03-27
53090,1284,2025-12-30
53091,1674,2025-07-30
53092,1563,2026-02-03
53093,1180,2025-07-26
53094,1659,2025-08-03
53095,1872,2026-01-02
53096,1043,2025-03-07
53097,1986,2025-04-15
53098,1739,2026-01-09
53099,1497,2025-06-15
53100,1801,2025-11-21
53101,1020,2025-08-25
53102,1056,2025-10-23
53103,1880,2025-07-03
53104,1918,2025-05-17
53105,1085,2025-07-29
53106,1321,2025-11-26
53107,1616,2025-11-30
53108,1305,2025-11-03
53109,1887,2025-06-13
53110,1065,2025-09-26
53111,1922,2025-09-19
53112,1978,2025-03-07
53113,1416,2025-04-15
53114,1918,2026-02-16
53115,1372,2026-02-22
53116,1687,2025-09-19
53117,1673,2025-12-13
53118,1906,2026-01-24
53119,1092,2025-09-22
53120,1406,2025-07-17
53121,1965,2025-07-13
53122,1859,2026-02-06
53123,1741,2025-03-19
53124,1862,2025-07-15
53125,1143,2025-08-16
53126,1241,2025-06-24
53127,1114,2026-02-11
53128,1584,2025-10-15
53129,1752,2025-06-15
53130,1512,2025-04-27
53131,1955,2025-10-29
53132,1123,2025-04-30
53133,1534,2025-12-23
53134,1680,2025-10-02
53135,1848,2025-03-05
53136,1594,2025-05-07
53137,1972,2026-01-23
53138,1793,2025-07-15
53139,1953,2025-05-10
53140,1537,2025-06-10
53141,1257,2025-09-03
53142,1508,2025-08-09
53143,1905,2025-07-08
53144,1092,2025-02-28
53145,1243,2025-06-23
53146,1614,2026-01-22
53147,1125,2025-07-17
53148,1791,2026-02-21
53149,1826,2025-04-12
53150,1320,2025-07-27
53151,1337,2025-11-22
53152,1852,2025-07-16
53153,1598,2026-01-20
53154,1754,2025-05-10
53155,1399,2026-01-08
53156,1825,2025-06-17
53157,1766,2025-12-20
53158,1761,2025-10-25
53159,1241,2025-04-23
53160,1957,2025-09-22
53161,1433,2025-06-17
53162,1223,2025-05-09
53163,1147,2025-11-13
53164,1109,2025-08-10
53165,1179,2025-05-08
53166,1219,2026-02-21
53167,1993,2025-08-06
53168,1281,2025-12-22
53169,1450,2025-10-03
53170,1418,2025-05-25
53171,1260,2025-06-24
53172,1883,2025-09-20
53173,1603,2025-08-22
53174,1057,2025-08-12
53175,1502,2025-03-10
53176,1546,2025-03-29
53177,1383,2025-10-18
53178,1716,2026-01-26
53179,1971,2025-06-30
53180,1115,2025-12-29
53181,1324,2025-12-10
53182,1558,2025-07-17
53183,1433,2025-12-22
53184,1486,2026-01-01
53185,1699,2025-07-25
53186,1252,2025-04-30
53187,1986,2025-10-08
53188,1284,2025-08-01
53189,1900,2025-07-14
53190,1803,2025-10-23
53191,1959,2025-11-06
53192,1148,2025-03-30
53193,1371,2025-11-06
53194,1486,2025-03-11
53195,1732,2026-01-14
53196,1376,2025-04-22
53197,1841,2026-01-13
53198,1315,2025-09-08
53199,1021,2025-10-25
53200,1660,2025-03-20
53201,1990,2025-11-16
53202,1926,2026-01-20
53203,1620,2026-01-22
53204,1035,2025-07-24
53205,1861,2025-11-29
53206,1757,2025-04-09
53207,1678,2025-07-08
53208,1818,2025-11-27
53209,1963,2025-08-27
53210,1055,2025-12-06
53211,1707,2025-07-24
53212,1939,2025-04-25
53213,1807,2025-05-10
53214,1687,2025-03-12
53215,1245,2025-03-05
53216,1259,2025-10-15
53217,1565,2025-10-29
53218,1393,2025-08-12
53219,1316,2025-06-29
53220,1654,2025-07-20
53221,1981,2025-05-06
53222,1717,2025-03-09
53223,1371,2025-05-26
53224,1924,2025-11-10
53225,1831,2025-04-14
53226,1701,2025-10-27
53227,1124,2025-08-12
53228,1547,2025-08-11
53229,1887,2025-03-26
53230,1242,2025-10-22
53231,1878,2025-11-12
53232,1453,2025-08-03
53233,1397,2025-08-15
53234,1008,2025-06-06
53235,1931,2025-04-24
53236,1983,2025-12-27
53237,1402,2025-10-04
53238,1949,2025-04-29
53239,1939,2025-04-10
53240,1261,2025-11-22
53241,1308,2025-04-26
53242,1092,2025-10-27
53243,1958,2025-02-28
53244,1842,2025-06-04
53245,1774,2025-08-04
53246,1241,2025-04-30
53247,1304,2025-11-12
53248,1215,2026-01-16
53249,1880,2025-09-06
53250,1911,2025-08-04
53251,1164,2025-03-13
53252,1937,2025-10-14
53253,1449,2025-09-03
53254,1646,2025-10-24
53255,1324,2025-10-23
53256,1900,2025-04-02
53257,1831,2025-11-03
53258,1785,2025-08-05
53259,1659,2025-09-30
53260,1416,2025-03-13
53261,1808,2025-07-12
53262,1034,2025-05-08
53263,1280,2025-05-26
53264,1887,2026-01-22
53265,1082,2025-05-08
53266,1842,2025-03-01
53267,1798,2025-03-06
53268,1963,2025-03-01
53269,1503,2025-12-21
53270,1482,2025-10-30
53271,1754,2025-03-19
53272,1422,2026-02-09
53273,1948,2025-03-31
53274,1861,2025-12-26
53275,1340,2025-10-25
53276,1734,2025-11-15
53277,1432,2025-03-12
53278,1897,2025-08-30
53279,1940,2025-12-19
53280,1839,2025-06-22
53281,1102,2025-10-11
53282,1844,2025-10-10
53283,1164,2026-01-31
53284,1715,2025-07-18
53285,1267,2025-07-30
53286,1518,2025-05-20
53287,1067,2025-04-03
53288,1360,2025-06-22
53289,1430,2025-03-01
53290,1616,2025-10-21
53291,1746,2025-02-28
53292,1832,2025-05-12
53293,1560,2025-05-15
53294,1755,2025-10-22
53295,1334,2025-06-05
53296,1464,2025-10-10
53297,1711,2025-03-12
53298,1028,2026-01-14
53299,1780,2025-07-24
53300,1053,2025-12-01
53301,1656,2025-08-25
53302,1656,2026-02-21
53303,1188,2025-11-11
53304,1645,2025-12-10
53305,1454,2026-01-27
53306,1810,2025-09-20
53307,1656,2025-05-27
53308,1139,2025-03-30
53309,1003,2025-06-22
53310,1410,2025-10-12
53311,1204,2025-07-16
53312,1643,2026-01-28
53313,1312,2025-12-03
53314,1321,2025-04-13
53315,1589,2025-04-29
53316,1084,2025-11-29
53317,1113,2025-11-02
53318,1161,2026-02-16
53319,1255,2025-10-25
53320,1528,2025-03-20
53321,1730,2025-03-02
53322,1992,2026-01-23
53323,1786,2025-08-07
53324,1850,2025-08-30
53325,1664,2025-11-22
53326,1781,2025-08-27
53327,1133,2025-11-08
53328,1867,2025-02-28
53329,1608,2025-03-03
53330,1702,2025-11-28
53331,1420,2025-04-10
53332,1811,2025-05-21
53333,1961,2025-07-30
53334,1327,2025-05-24
53335,1462,2025-03-25
53336,1489,2025-04-15
53337,1894,2025-08-25
53338,1752,2025-05-08
53339,1136,2025-07-11
53340,1266,2025-10-16
53341,1177,2025-05-22
53342,1703,2025-11-16
53343,1607,2026-02-20
53344,1846,2025-08-05
53345,1335,2026-01-11
53346,1818,2025-04-14
53347,1288,2025-06-20
53348,1203,2025-12-09
53349,1086,2025-03-10
53350,1424,2025-12-10
53351,1376,2025-07-25
53352,1186,2025-12-18
53353,1402,2025-11-25
53354,1897,2025-05-18
53355,1386,2025-11-19
53356,1967,2025-06-29
53357,1854,2025-05-10
53358,1905,2025-03-15
53359,1584,2026-01-25
53360,1229,2026-02-20
53361,1021,2025-12-14
53362,1970,2025-11-05
53363,1023,2025-05-16
53364,1945,2026-01-09
53365,1571,2025-09-02
53366,1662,2025-05-02
53367,1626,2025-10-12
53368,1641,2025-03-19
53369,1234,2025-08-22
53370,1928,2026-02-08
53371,1091,2025-03-15
53372,1997,2026-02-22
53373,1473,2026-02-02
53374,1203,2025-04-10
53375,1268,2025-04-28
53376,1718,2025-09-12
53377,1872,2025-12-12
53378,1172,2025-05-09
53379,1050,2025-08-28
53380,1410,2025-07-30
53381,1632,2025-08-13
53382,1439,2025-04-25
53383,1614,2025-05-07
53384,1266,2025-07-29
53385,1152,2025-10-03
53386,1091,2025-06-14
53387,1981,2025-09-22
53388,1376,2026-02-13
53389,1174,2025-05-08
53390,1969,2026-01-05
53391,1580,2025-08-19
53392,1120,2026-02-07
53393,1014,2025-07-05
53394,1735,2025-07-12
53395,1538,2025-08-15
53396,1445,2025-07-28
53397,1791,2025-10-05
53398,1942,2025-08-01
53399,1950,2025-04-22
53400,1464,2026-02-08
53401,1847,2025-08-19
53402,1689,2025-11-29
53403,1506,2025-07-30
53404,1121,2025-03-26
53405,1229,2026-01-21
53406,1730,2025-06-13
53407,1208,2025-09-08
53408,1195,2025-09-14
53409,1968,2025-04-29
53410,1882,2025-07-13
53411,1832,2025-06-15
53412,1800,2025-06-07
53413,1272,2025-09-17
53414,1294,2025-08-18
53415,1764,2025-06-25
53416,1506,2025-11-12
53417,1391,2025-05-06
53418,1133,2026-01-25
53419,1441,2025-02-25
53420,1876,2026-01-05
53421,1211,2025-11-18
53422,1614,2025-07-10
53423,1220,2025-07-22
53424,1843,2025-07-26
53425,1289,2025-07-18
53426,1744,2025-11-22
53427,1693,2025-07-14
53428,1193,2025-06-16
53429,1428,2026-02-20
53430,1184,2025-03-22
53431,1418,2026-01-13
53432,1811,2026-02-22
53433,1149,2025-04-10
53434,1029,2026-01-31
53435,1297,2025-04-24
53436,1999,2025-11-30
53437,1268,2026-02-09
53438,1241,2025-12-03
53439,1632,2025-11-26
53440,1461,2025-07-01
53441,1929,2025-11-10
53442,1254,2025-10-14
53443,1378,2025-07-08
53444,1596,2025-03-17
53445,1700,2025-07-15
53446,1662,2025-07-29
53447,1469,2025-05-25
53448,1087,2025-08-17
53449,1010,2026-01-27
53450,1480,2025-07-06
53451,1136,2025-11-09
53452,1892,2025-03-06
53453,1331,2025-10-25
53454,1997,2025-04-19
53455,1709,2025-10-03
53456,1407,2026-02-04
53457,1703,2025-04-18
53458,1217,2025-05-25
53459,1730,2025-09-23
53460,1392,2025-10-24
53461,1725,2025-04-24
53462,1433,2025-04-07
53463,1753,2025-03-29
53464,1611,2025-11-11
53465,1262,2025-07-14
53466,1074,2025-11-09
53467,1097,2026-02-15
53468,1570,2025-03-25
53469,1060,2026-01-23
53470,1053,2026-01-10
53471,1340,2025-04-25
53472,1953,2025-07-30
53473,1240,2025-11-04
53474,1482,2025-08-26
53475,1930,2025-09-07
53476,1362,2026-01-14
53477,1620,2025-09-26
53478,1961,2025-11-19
53479,1686,2025-11-26
53480,1990,2026-01-28
53481,1821,2026-01-08
53482,1612,2025-04-04
53483,1726,2025-09-21
53484,1766,2025-12-12
53485,1829,2025-12-19
53486,1046,2025-06-02
53487,1005,2025-05-11
53488,1259,2025-11-24
53489,1516,2025-11-06
53490,1634,2025-02-26
53491,1390,2025-04-26
53492,1309,2025-08-22
53493,1404,2025-03-31
53494,1687,2025-12-04
53495,1379,2025-07-26
53496,1135,2025-07-26
53497,1991,2025-06-09
53498,1913,2025-07-31
53499,1572,2025-04-29
53500,1042,2025-05-03
53501,1594,2025-04-14
53502,1183,2025-08-21
53503,1266,2025-08-26
53504,1173,2025-04-05
53505,1515,2025-09-19
53506,1504,2025-05-12
53507,1952,2025-05-08
53508,1347,2025-11-25
53509,1898,2025-12-17
53510,1479,2025-05-05
53511,1135,2026-02-18
53512,1091,2026-01-09
53513,1324,2025-08-04
53514,1727,2026-01-24
53515,1543,2025-04-04
53516,1443,2025-10-14
53517,1145,2025-03-25
53518,1266,2025-03-27
53519,1119,2025-04-10
53520,1320,2025-03-19
53521,1045,2025-03-06
53522,1130,2025-05-20
53523,1511,2025-08-20
53524,1892,2025-11-29
53525,1996,2025-02-27
53526,1854,2025-06-01
53527,1287,2026-02-08
53528,1765,2025-10-25
53529,1369,2025-12-09
53530,1948,2025-03-11
53531,1440,2025-05-12
53532,1289,2025-12-10
53533,1924,2025-07-11
53534,1897,2025-09-02
53535,1269,2026-02-11
53536,1627,2025-06-01
53537,1849,2025-08-20
